name,star_name,star_age,star_age_error_min,star_age_error_max,mass,mass_error_min,mass_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,discovered,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,detection_type,mass_measurement_type,radius_measurement_type,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_teff,star_teff_error_min,star_teff_error_max
AB Pic b,AB Pic,0.03,,,13.5,-0.5,0.5,1.1,,,,,,260.0,,,,,,,,,2005.0,,,,,,,,,,,,,,,,15.800103829654,,,Imaging,Mass,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,94.8039208,-58.0541184,9.13,,7.576,7.088,6.981,50.0475,-0.0733,0.0735,0.04,-0.02,0.02,0.9,-0.1,0.1,0.9993938,-0.0222333,0.029598,K2 V,5285.0,-9.0,10.0
AF Lep b,AF Lep,0.024,-0.003,0.003,3.61,-0.48,0.49,1.16,,,8905.0,-150.0,400.0,8.996,-0.077,0.19,0.015,-0.011,0.029,57.5,-0.65,0.61,2023.0,121.0,-43.0,158.0,2458231.0,-1095.0,3683.0,2456700.0,-1200.0,800.0,,,,,,,1400.0,-300.0,300.0,Imaging,Mass,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,81.7699216,-11.9011752,6.332,,5.268,5.087,4.926,26.8564,-0.0188,0.0189,0.19,-0.02,0.02,1.218,-0.039,0.029,1.25,-0.06,0.06,F8,6140.0,-47.0,47.0
AU Mic b,AU Mic,0.019,-0.006,0.01,0.0282857032348276,-0.00840075947018795,0.00821197835849833,0.427335912889921,-0.0258721116363417,0.0258721116363417,8.463446,-5e-06,5e-06,0.07,-0.007,0.006,0.07,-0.04,0.09,88.39,-0.23,0.2,2020.0,-52.0,-92.8,43.0,2458322.77,-2.3,0.83,2458330.350878,-0.000503,0.000535,0.502,-0.048,0.044,3.8,-1.095,1.093,554.8,-32.0,31.6,Transit,Mass,<a refstr=MALLORQUIN_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...689A.132M/abstract target=ref>Mallorqu&iacute;n et al. 2024</a>,311.2911369,-31.34245,8.81,6.59,5.436,4.831,4.529,9.7221,-0.004625,0.004625,0.01,-0.06,0.06,0.635,-0.07,0.04,0.862,-0.052,0.052,M1 V,3540.0,-110.0,120.0
AU Mic c,AU Mic,0.019,-0.006,0.01,0.0454962479171977,-0.0107605233663082,0.0101941800312393,0.248907556777219,-0.0151664102695796,0.0160585520501432,18.859023,-2.4e-05,2.2e-05,0.119,-0.011,0.011,0.18,-0.07,0.08,89.46,-0.38,0.43,2021.0,72.8,-49.0,60.7,2458324.0,-3.7,2.9,2458342.223325,-0.001105,0.001085,0.259,-0.178,0.203,4.696,-1.054,1.031,424.7,-24.5,24.2,Transit,Mass,<a refstr=MALLORQUIN_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...689A.132M/abstract target=ref>Mallorqu&iacute;n et al. 2024</a>,311.2911369,-31.34245,8.81,6.59,5.436,4.831,4.529,9.7221,-0.004625,0.004625,0.01,-0.06,0.06,0.635,-0.07,0.04,0.862,-0.052,0.052,M1 V,3540.0,-110.0,120.0
AU Mic d,AU Mic,0.0201,-0.0024,0.0025,0.00331,-0.00161,0.00161,0.0912,,,12.73596,-0.00793,0.00793,,,,0.00305,-0.00104,0.00104,89.31812,-1.158,1.158,2023.0,160.78945,-2.59947,2.59947,,,,,,,,,,,,,,,,Transit Timing Variations,Mass,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,311.2911369,-31.34245,8.81,6.59,5.436,4.831,4.529,9.7221,-0.004625,0.004625,0.23,-0.3,0.24,0.51,-0.027,0.028,0.744,-0.021,0.023,M1 V,3678.0,-88.0,90.0
AU Mic e,AU Mic,0.0185,-0.0024,0.0024,0.0663880242775153,-0.0135293130044225,0.0169903000520655,0.434,,,33.11,-0.06,0.06,,,,,,,,,,2025.0,,,,,,,2459118.5,-1.4,1.4,,,,5.9,-1.2,1.5,,,,Radial Velocity,Mass,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,311.2911369,-31.34245,8.81,6.59,5.436,4.831,4.529,9.7221,-0.004625,0.004625,0.12,-0.1,0.1,0.6,-0.04,0.04,0.82,-0.02,0.02,M1 V,3665.0,-31.0,31.0
BD+03 2562 b,BD+03 2562,5.2,-2.75,4.75,6.4,-1.3,1.3,1.13,,,481.9,-2.8,2.7,1.3,-0.1,0.1,0.2,-0.08,0.12,,,,2017.0,218.0,-26.0,32.0,2453726.0,-32.0,41.0,,,,,,,155.7,-3.3,1.0,985.037286869513,-139.606893362908,139.606893362908,Radial Velocity,Msini,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,177.5647268,2.7601075,9.577,,6.96,6.186,6.021,1070.63,-63.875,63.875,-0.71,-0.09,0.09,1.14,-0.25,0.25,32.35,-8.82,8.82,,4095.0,-20.0,20.0
BD+05 4868 A b,BD+05 4868 A,11.1,-3.0,1.7,0.0195073815412604,,,,,,1.271869,-1e-06,1e-06,0.0208,-0.0003,0.0003,,,,,,,2025.0,,,,,,,2460556.2892,-0.0003,0.0003,,,,4.5,,,1820.0,-45.0,45.0,Transit,Mass,,326.8614036,6.6053185,10.158,,8.113,7.567,7.448,43.5687,-0.0971,0.0975,-0.05,-0.05,0.08,0.7,-0.02,0.02,0.69,-0.02,0.02,K V,4596.0,-64.0,65.0
BD+15 2375 b,BD+15 2375,7.41,-2.52,3.81,1.061,-0.27,0.27,1.23,,,153.22,-0.44,0.44,0.576,-0.027,0.027,0.001,-0.001,0.25,,,,2016.0,55.0,-17.0,240.0,2457680.5,-630.0,700.0,,,,,,,38.3,-1.0,2.3,883.676121928294,-74.7365530661085,74.7365530661085,Radial Velocity,Msini,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,176.4820239,14.6163182,10.41,,8.372,7.862,7.718,768.045,-45.038,45.038,-0.22,-0.08,0.08,1.08,-0.14,0.14,8.95,-1.45,1.45,G5,4649.0,-30.0,30.0
BD+15 2940 b,BD+15 2940,7.1,-4.2,4.2,1.11,,,1.23,,,137.48,-0.34,0.34,0.539,,,0.26,-0.1,0.1,,,,2013.0,302.0,-33.0,33.0,2453464.0,-16.0,16.0,,,,,,,42.7,-4.4,4.4,1207.74919595327,,,Radial Velocity,Msini,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,240.09564,15.5467507,9.01,,7.154,6.664,6.525,426.42,-6.44,6.44,0.28,-0.07,0.07,1.1,-0.2,0.2,14.7,-2.8,2.8,K0,4796.0,-117.0,117.0
BD+20 594 b,BD+20 594,3.34,-1.49,1.95,0.07,-0.03,0.03,0.23,-0.01,0.01,41.6855,-0.003,0.003,0.241,-0.017,0.019,0.0,,,89.55,-0.16,0.16,2016.0,,,,,,,2457068.52877,-0.002798,0.002801,,,,3.1,-1.1,1.1,546.0,-18.0,19.0,Transit,Mass,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,53.6511231,20.5990205,10.849,,9.770001,9.432,9.368,179.461,-1.24,1.257,-0.15,,,1.67,-0.4,0.4,1.08,-0.06,0.06,G,5766.0,-99.0,99.0
BD+49 828 b,BD+49 828,2.34,-0.8,1.2,1.6,-0.2,0.4,1.21,,,2590.0,-180.0,300.0,4.2,-0.2,0.32,0.35,-0.1,0.24,,,,2015.0,170.0,-30.0,32.0,2455470.5,-170.0,200.0,,,,,,,18.8,-2.0,6.2,320.631405831509,-29.2278621011306,29.2278621011306,Radial Velocity,Msini,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,45.6406187,49.7299481,9.381,,7.246,6.729,6.571,442.042,-7.654,7.654,-0.19,-0.06,0.06,1.52,-0.22,0.22,7.6,-1.3,1.3,K0,4943.0,-30.0,30.0
BD+60 1417 b,BD+60 1417,0.1,-0.05,0.05,15.0,-5.0,5.0,1.31,-0.06,0.06,,,,1662.0,,,,,,,,,2021.0,,,,,,,,,,,,,,,,1303.0,-74.0,74.0,Imaging,Mass,<a refstr=FAHERTY_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...923...48F/abstract target=ref>Faherty et al. 2021</a>,190.8875453,60.0143636,9.374,,7.823,7.358,7.288,44.9543,-0.0592,0.0593,,,,1.0,,,0.797,-0.051,0.051,K0,4993.0,-124.0,124.0
BD-06 1339 b,BD-06 1339,4.4,-4.0,4.0,4.792,,,,,,3.8728,-0.0004,0.0004,0.0428,-0.0007,0.0007,0.0,,,0.3243,,,2013.0,0.0,,,2455220.5,-0.1,0.1,,,,,,,4.4,-0.6,0.6,834.971206794829,-46.5502294951847,46.5502294951847,Radial Velocity,Mass,,88.2511811,-5.9963378,9.7,8.1,7.128,6.517,6.305,20.2695,-0.0218,0.022,-0.14,-0.17,0.17,0.7,,,0.686355,-0.0740417,0.0634055,K7/M0 V,4324.0,-100.0,100.0
BD-06 1339 c,BD-06 1339,4.4,-4.0,4.0,0.17,-0.03,0.03,0.747,,,125.94,-0.44,0.44,0.435,-0.007,0.007,0.31,-0.11,0.11,,,,2013.0,41.0,-55.0,55.0,2455265.2,-17.6,17.6,,,,,,,9.1,-2.9,2.9,261.907994779734,-14.5965385302208,14.5965385302208,Radial Velocity,Msini,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,88.2511811,-5.9963378,9.7,8.1,7.128,6.517,6.305,20.2695,-0.0218,0.022,-0.14,-0.17,0.17,0.7,,,0.686355,-0.0740417,0.0634055,K7/M0 V,4324.0,-100.0,100.0
BD-08 2823 b,BD-08 2823,4.5,-4.0,4.0,9.277,,,,,,5.6,-0.02,0.02,0.06,0.0,0.0,0.15,-0.15,0.15,0.2746,,,2009.0,30.0,-100.0,100.0,2454637.7,-1.6,1.6,,,,,,,6.5,-0.1,0.1,798.864873159953,-29.3936048050032,29.3936048050032,Radial Velocity,Mass,,150.1971964,-9.5165689,9.86,,7.96,7.498,7.323,41.3342,-0.0682,0.0685,-0.06,,,0.5,-0.26,0.26,0.71,-0.04,0.04,K3 V,4816.0,-114.0,114.0
BD-08 2823 c,BD-08 2823,4.5,-4.0,4.0,0.33,-0.03,0.03,1.11,,,237.6,-1.5,1.5,0.68,-0.02,0.02,0.19,-0.09,0.09,,,,2009.0,-233.0,-21.0,21.0,2454193.0,-13.0,13.0,,,,,,,13.4,-1.0,1.0,233.849125256484,-8.05325709661831,8.05325709661831,Radial Velocity,Msini,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,150.1971964,-9.5165689,9.86,,7.96,7.498,7.323,41.3342,-0.0682,0.0685,-0.07,-0.03,0.03,0.74,-0.07,0.07,0.71,-0.04,0.04,K3 V,4746.0,-63.0,63.0
BD-10 3166 b,BD-10 3166,0.25,,,0.59,-0.07,0.07,1.26,,,3.48777,-0.00011,0.00011,0.04,0.0,0.0,0.02,-0.02,0.02,,,,2000.0,35.0,-20.0,20.0,2451342.7,-0.06,0.06,2451705.963,-0.026,0.031,,,,60.9,-1.4,1.4,1240.37903918841,-29.0788402792455,29.0788402792455,Radial Velocity,Msini,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,164.6191243,-10.7704227,10.013,,8.611,8.3,8.124,84.4069,-0.3508,0.3537,0.38,,,1.47,-0.24,0.24,0.91,-0.04,0.04,K0 V,5393.0,-44.0,44.0
BD-11 4672 b,BD-11 4672,7.4,-4.9,4.5,0.65,-0.06,0.05,1.25,,,1634.0,-14.0,13.0,2.36,-0.04,0.04,0.05,-0.03,0.05,,,,2014.0,343.88,-66.95,92.63,2455899.0,-46.0,38.0,,,,,,,14.88,-1.22,1.1,114.16661434505,-3.47467562694158,3.47467562694158,Radial Velocity,Msini,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,278.3688659,-11.6370481,10.03,8.54,7.651,7.031,6.867,27.1665,-0.0346,0.0346,-0.35,-0.15,0.15,0.651,-0.029,0.031,0.639,-0.022,0.02,K7V,4550.0,-110.0,110.0
BD-11 4672 c,BD-11 4672,7.4,-4.9,4.5,0.0483591857282195,-0.00884120441745587,0.00934461819211528,0.36,,,74.2,-0.08,0.06,0.3,-0.01,0.01,0.4,-0.15,0.13,,,,2020.0,245.92,-26.58,23.02,,,,,,,,,,3.42,-0.64,0.7,320.2097092073,-10.7747422467289,10.7747422467289,Radial Velocity,Msini,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,278.3688659,-11.6370481,10.03,8.54,7.651,7.031,6.867,27.1665,-0.0346,0.0346,-0.35,-0.15,0.15,0.651,-0.029,0.031,0.639,-0.022,0.02,K7V,4550.0,-110.0,110.0
BD-13 2130 b,BD-13 2130,0.74,-0.2,0.2,9.78,-4.56,4.56,1.11,,,714.29999,-5.3,5.3,1.66,-0.12,0.12,0.21,-0.07,0.07,,,,2007.0,18.0,-10.0,10.0,2453213.0,-21.0,21.0,,,,,,,137.6,-9.1,9.1,744.773469662649,-100.714611122565,100.714611122565,Radial Velocity,Msini,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,114.2884692,-13.9066703,10.038,,7.94,7.371,7.151,925.214,-41.211,41.211,-0.08,,,2.12,-1.47,1.47,19.17,-4.96,4.96,G5 IV/V,4545.0,-71.0,71.0
BD-14 3065 b,BD-14 3065 A,2.24,-0.26,0.26,12.37,-0.87,0.92,1.926,-0.094,0.094,4.2889731,-5.2e-06,5.2e-06,0.0656,-0.0026,0.0026,0.066,-0.011,0.0098,80.78,-0.3,0.24,2024.0,54.0,-9.1,6.0,,,,2459313.48578,-0.00076,0.00076,0.9099,-0.0079,0.0092,1210.0,-71.0,71.0,2001.0,-31.0,31.0,Transit,Mass,<a refstr=SUBJAK_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.120S/abstract target=ref>&Scaron;ubjak et al. 2024</a>,153.6696689,-15.6428372,11.1,,10.143,9.975,9.932,589.423,-15.729,16.599,-0.34,-0.05,0.05,1.41,-0.05,0.05,2.35,-0.08,0.08,,6935.0,-90.0,90.0
BD-17 63 b,BD-17 63,4.3,-4.0,4.0,5.16,-0.2,0.2,1.15,,,655.57,-0.58,0.58,1.34,-0.02,0.02,0.5439,-0.0052,0.0052,80.0,-6.0,6.0,2008.0,113.8,-1.8,1.8,2457250.5,-2.8,2.8,,,,,,,173.3,-1.7,1.7,168.922047436924,-5.79125372979215,5.79125372979215,Radial Velocity,Mass,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,7.1413494,-16.2273254,9.62,,7.574,7.027,6.914,34.4603,-0.0924,0.0929,-0.03,-0.06,0.06,0.741,-0.04,0.04,0.74,-0.04,0.04,K5 V,4714.0,-93.0,93.0
BD-210397 b,BD-210397,6.2,-4.7,4.7,0.7,-0.1,0.1,1.25,,,1891.0,-48.0,56.0,2.63,-0.05,0.06,0.1,-0.1,0.1,,,,2023.0,-55.0,-61.0,39.0,2456490.0,-372.0,255.0,,,,,,,14.0,-2.0,2.0,104.106529167375,-8.74714779531686,8.74714779531686,Radial Velocity,Msini,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,33.3024198,-21.1962147,9.84,,7.296,6.665,6.504,23.7324,-0.0227,0.0228,0.12,-0.1,0.1,0.679,-0.017,0.017,0.747,-0.088,0.088,K7 V,4051.0,-239.0,239.0
BD-210397 c,BD-210397,4.0,-2.8,9.5,4.8,-0.6,0.6,1.15,,,6240.0,-156.0,151.0,5.9,-0.1,0.1,0.43,-0.05,0.05,33.0,-4.0,5.0,2023.0,174.0,-9.0,9.0,2460193.0,-156.0,195.0,,,,,,,34.0,-3.0,12.0,69.5072067500917,-5.82453570470485,5.82453570470485,Radial Velocity,Mass,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,33.3024198,-21.1962147,9.84,,7.296,6.665,6.504,23.7324,-0.0227,0.0228,0.12,-0.1,0.1,0.69,-0.01,0.01,0.747,-0.088,0.088,K7 V,4051.0,-239.0,239.0
CD Cet b,CD Cet,3.0,-2.0,2.0,0.0124280898528998,-0.00135293130044225,0.00132146778182732,0.162,,,2.2907,-0.00012,0.00012,0.0185,-0.0013,0.0013,,,,87.48,-0.28,0.25,2020.0,,,,2458804.489,-0.018,0.017,,,,,,,6.51,-0.23,0.22,464.0,-18.0,18.0,Radial Velocity,Msini,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,48.3530155,4.7751881,13.95,,8.775,8.208,7.833,8.60715,-0.00658,0.00658,0.13,-0.16,0.16,0.161,-0.01,0.01,0.175,-0.006,0.006,M5.0 V,3130.0,-51.0,51.0
CD-35 2722 b,CD-35 2722,0.1,-0.05,0.05,29.5,-4.3,5.1,1.55,-0.06,0.05,,,,67.0,-4.0,4.0,,,,,,,2011.0,,,,,,,,,,,,,,,,1800.0,-100.0,100.0,Imaging,Mass,<a refstr=WANG_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026ApJ...997..195W/abstract target=ref>Wang et al. 2026</a>,92.3300147,-35.8255375,11.041,,7.92,7.283,7.046,22.3896,-0.01325,0.01325,-0.16,-0.25,0.25,0.4,-0.05,0.05,0.558549,-0.0164448,0.0164448,M1 V,3689.0,-100.0,100.0
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,0.003,,,7.8,-0.8,0.7,1.86,-0.05,0.05,8040000.0,-470000.0,470000.0,200.0,-6.0,6.0,,,,,,,2020.0,,,,,,,,,,,,,,,,1800.0,-40.0,40.0,Imaging,Mass,<a refstr=FONTANIVE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...905L..14F/abstract target=ref>Fontanive et al. 2020</a>,246.934277,-23.98115,,,16.775,15.574,14.593,,,,,,,0.0147,-0.0008,0.0008,0.245,-0.008,0.007,M9-L1,2320.0,-40.0,40.0
CHXR 73 b,CHXR 73,0.002,,,12.569,-5.237,8.379,1.1,,,,,,210.0,,,,,,,,,2006.0,,,,,,,,,,,,,,,,,,,Imaging,Mass,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,166.6193985,-77.6258725,,,12.674,11.317,10.703,190.374,-6.22,6.647,,,,0.35,,,,,,M3.5,3099.0,-128.0,128.0
CI Tau c,CI Tau,0.0025,-0.0005,0.0005,3.6,-0.3,0.3,1.16,,,25.2,-1.8,1.7,0.17,-0.08,0.08,0.58,-0.06,0.05,,,,2024.0,344.0,-19.0,10.0,2458821.9,-2.4,2.1,,,,,,,300.0,-30.0,20.0,610.617935631118,-150.806182678164,150.806182678164,Radial Velocity,Msini,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,68.4667685,22.8416192,13.642,,9.48,8.431,7.793,157.998,-1.18,1.198,,,,0.9,-0.02,0.02,1.8808566,-0.4150684,0.0867111,K7,3807.0,-131.0,131.0
COCONUTS-2 b,COCONUTS-2 A,0.414,-0.023,0.023,7.5,-0.4,0.4,1.122,-0.004,0.005,402000000.0,-100000000.0,470000000.0,7506.0,-2060.0,5205.0,,,,,,,2021.0,,,,,,,,,,,,,,,,493.0,-9.0,9.0,Imaging,Mass,<a refstr=KIMAN_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026AJ....171...60K/abstract target=ref>Kiman et al. 2026</a>,117.300914,-76.702696,11.298,,7.406,6.862,6.579,10.8864,-0.0042,0.0041,0.0,-0.08,0.08,0.4,-0.02,0.01,0.366,-0.014,0.005,M3 V,3552.0,-32.0,65.0
CT Cha b,CT Cha,0.002,-0.002,0.002,17.0,-6.0,6.0,2.2,-0.6,0.81,,,,440.0,,,,,,,,,2007.0,,,,,,,,,,,,,,,,2600.0,-250.0,250.0,Imaging,Mass,<a refstr=SCHMIDT_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...491..311S/abstract target=ref> Schmidt et al. 2008 </a>,166.0375038,-76.4553693,12.335,,9.715,8.944,8.661,190.72,-0.771,0.778,-0.56,-0.01,0.01,,,,1.6796936,-0.157166,0.0959688,K5e,4403.0,-10.0,6.0
CWISEP J193518.59-154620.3 b,CWISEP J193518.59-154620.3,5.5,-4.5,4.5,15.5,-8.5,8.5,1.09,,,,,,2.48,-0.11,0.27,,,,,,,2025.0,,,,,,,,,,,,,,,,390.0,-30.0,30.0,Imaging,Mass,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,293.8262172,-15.7725727,,,,,,14.43,,,,,,0.024,-0.013,0.013,,,,Y,,,
CoRoT-1 b,CoRoT-1,1.6,-0.5,0.5,1.03,-0.12,0.12,1.49,-0.08,0.08,1.5089557,-6.4e-06,6.4e-06,0.02752,-0.00023,0.00022,0.0,,,85.1,-0.5,0.5,2008.0,,,,,,,2454159.4532,-0.0001,0.0001,0.35,-0.08,0.08,188.0,-11.0,11.0,1898.0,-50.0,50.0,Transit,Mass,<a refstr=BARGE_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...482L..17B/abstract target=ref> Barge et al. 2008 </a>,102.0798591,-3.1021394,13.623,,12.462,12.218,12.149,787.909,-23.491,23.491,-0.3,-0.25,0.25,0.95,-0.15,0.15,1.11,-0.05,0.05,G0 V,5950.0,-150.0,150.0
CoRoT-10 b,CoRoT-10,3.0,,,2.75,-0.16,0.16,0.97,-0.07,0.07,13.2406,-0.0002,0.0002,0.1055,-0.0021,0.0021,0.53,-0.04,0.04,88.55,-0.2,0.2,2010.0,218.9,-6.4,6.4,2454990.85,-0.08,0.08,2454273.3436,-0.0012,0.0012,0.85,-0.03,0.03,301.0,-10.0,10.0,600.0,-23.0,23.0,Transit,Mass,<a refstr=BONOMO_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...520A..65B/abstract target=ref> Bonomo et al. 2010 </a>,291.0636813,0.7460143,15.293,,12.527,11.929,11.782,338.386,-3.9865,3.9865,0.26,-0.07,0.07,0.89,-0.05,0.05,0.79,-0.05,0.05,K1 V,5075.0,-75.0,75.0
CoRoT-11 b,CoRoT-11,2.0,-1.0,1.0,2.33,-0.34,0.34,1.43,-0.03,0.03,2.99433,-1.1e-05,1.1e-05,0.0436,-0.005,0.005,0.0,,,83.17,-0.15,0.15,2010.0,,,,,,,2454597.679,-0.0003,0.0003,0.818,-0.008,0.008,280.0,-40.0,40.0,1657.0,-55.0,55.0,Transit,Mass,<a refstr=GANDOLFI_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...524A..55G/abstract target=ref> Gandolfi et al. 2010 </a>,280.6872998,5.9376586,12.897,,11.589,11.416,11.248,655.037,-23.209,24.947,-0.03,-0.08,0.08,1.27,-0.05,0.05,1.37,-0.03,0.03,F6 V,6440.0,-120.0,120.0
CoRoT-12 b,CoRoT-12,6.3,-3.1,3.1,0.917,-0.065,0.07,1.44,-0.13,0.13,2.828042,-1.3e-05,1.3e-05,0.04016,-0.00092,0.00093,0.07,-0.042,0.063,85.48,-0.77,0.72,2010.0,105.0,-27.0,90.0,,,,2454398.62707,-0.00036,0.00036,0.573,-0.03,0.027,125.5,-7.5,8.0,1442.0,-58.0,58.0,Transit,Mass,<a refstr=GILLON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...520A..97G/abstract target=ref> Gillon et al. 2010 </a>,100.7656871,-1.2964437,15.588,,14.024,13.63,13.557,1126.37,-55.745,55.745,0.16,-0.1,0.1,1.078,-0.072,0.077,1.116,-0.092,0.096,,5675.0,-80.0,80.0
CoRoT-13 b,CoRoT-13,1.635,-1.515,1.515,1.308,-0.066,0.066,0.885,-0.014,0.014,4.03519,-3e-05,3e-05,0.051,-0.0031,0.0031,0.0,,,88.02,-0.36,0.34,2010.0,,,,,,,2454790.8091,-0.0006,0.0006,0.374,-0.054,0.054,157.8,-7.7,7.7,1700.0,,,Transit,Mass,<a refstr=CABRERA_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...522A.110C/abstract target=ref> Cabrera et al. 2010 </a>,102.7211432,-5.0864557,15.005,,13.71,13.406,13.376,1148.93,-56.15,62.12,0.01,-0.07,0.07,1.09,-0.02,0.02,1.01,-0.03,0.03,G0 V,5945.0,-90.0,90.0
CoRoT-14 b,CoRoT-14,4.2,-3.8,3.8,7.6,-0.6,0.6,1.09,-0.07,0.07,1.51214,-0.00013,0.00013,0.027,-0.002,0.002,0.0,,,79.6,-0.8,0.8,2010.0,,,,2454787.6702,,,2454787.6694,-0.0053,0.0053,0.86,-0.02,0.02,1230.0,-34.0,34.0,1952.0,-66.0,66.0,Transit,Mass,<a refstr=TINGLEY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...528A..97T/abstract target=ref> Tingley et al. 2011 </a>,103.4242023,-5.5360385,15.932,,14.321,14.007,13.806,1744.6,-144.9,173.03,0.05,-0.15,0.15,1.13,-0.09,0.09,1.21,-0.08,0.08,F9 V,6035.0,-100.0,100.0
CoRoT-16 b,CoRoT-16,6.73,-2.8,2.8,0.535,-0.083,0.085,1.17,-0.14,0.16,5.35227,-0.0002,0.0002,0.0618,-0.0015,0.0015,0.33,-0.1,0.09,85.01,-1.2,0.94,2011.0,168.41,-20.93,22.83,,,,2454923.9138,-0.0022,0.0021,0.825,-0.039,0.03,61.96,-9.35,9.47,1195.53140462142,-72.5048424237295,72.5048424237295,Transit,Mass,<a refstr=OLLIVIER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...541A.149O/abstract target=ref> Ollivier et al. 2012 </a>,278.5246658,-6.0026026,16.052,,13.496,12.98,12.847,732.409,-32.282,35.344,0.19,-0.06,0.06,1.098,-0.078,0.082,1.19,-0.13,0.14,G5 V,5650.0,-100.0,100.0
CoRoT-17 b,CoRoT-17,10.7,-1.0,1.0,2.43,-0.3,0.3,1.02,-0.07,0.07,3.7681,-0.0003,0.0003,0.0461,-0.0008,0.0008,0.0,,,88.34,-1.54,1.54,2011.0,0.0,,,2454923.3093,-0.0036,0.0036,2454923.3093,-0.0036,0.0036,0.18,-0.16,0.16,312.4,-29.0,29.0,1626.0,-31.0,31.0,Transit,Mass,<a refstr=CSIZMADIA_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...531A..41C/abstract target=ref> Csizmadia et al. 2011 </a>,278.699236,-6.612288,16.29,,13.174,12.615,12.472,1176.12,-52.19,57.17,0.0,-0.1,0.1,1.04,-0.1,0.1,1.59,-0.07,0.07,G2 V,5740.0,-80.0,80.0
